ts	imei	mwra	c.dogalize	c.android.chrome	c.katana	c.android.youtube	c.android.gm	c.updateassist	c.android.vending	c.UCMobile.intl	c.UCMobile.x86	c.raider
2018-05-05 10:48:00	8630330696303481933	0.00000	8.44318	6.22502	13.91710	11.49316	10.26808	87.09809	37.30215	80.43563	26.44336	79.98101
2018-05-05 10:49:00	359043379931766437	0.00000	9.68698	10.02526	7.85227	8.93126	14.70840	36.32284	43.19102	53.34441	31.69280	61.30908
2018-05-05 10:50:00	8630330696303481354	1.00000	11.42087	4.94553	5.64621	12.29419	13.76331	80.04834	54.71999	14.71221	64.53517	9.32478
2018-05-05 10:51:00	3590433799317661370	0.00000	12.25243	13.32289	11.84898	12.26129	7.84659	3.12440	2.56941	74.95842	80.82499	83.33863
2018-05-05 10:52:00	3590433799317661396	0.00000	8.53466	11.55942	12.37909	13.52423	10.58788	42.32416	77.67285	60.91302	68.94955	60.66332
2018-05-05 10:53:00	359043379931766700	1.00000	13.60737	12.38799	9.00282	15.13800	5.37351	56.00782	8.85834	76.26346	98.63411	64.01785
2018-05-05 10:54:00	3590433799317661495	1.00000	9.72328	11.66312	11.69703	7.79090	14.75100	25.94483	9.93338	35.71864	18.47674	44.06789
2018-05-05 10:55:00	3590433799317661057	1.00000	10.99619	13.14860	11.15851	6.82161	8.97891	35.64900	7.28477	87.26094	85.40605	88.90381
2018-05-05 10:56:00	8630330696303481495	0.00000	12.27045	17.30308	14.53413	9.07045	7.59474	94.40360	82.79550	31.71218	70.74024	30.99116
2018-05-05 10:57:00	863033069630348230	1.00000	11.29189	7.27548	4.46484	13.04956	13.72043	81.25588	70.71642	52.26037	79.05354	83.67029
2018-05-05 10:58:00	359043379931766817	1.00000	13.19010	15.97138	10.25332	13.72812	11.14796	26.66570	51.83002	44.57735	85.28311	20.97907
2018-05-05 10:59:00	863033069630348552	0.00000	8.25721	7.72898	11.43331	10.96181	9.35383	12.70782	81.01526	68.60774	54.56152	95.24635
2018-05-05 11:00:00	8630330696303481628	1.00000	10.64607	15.05315	10.37770	13.10955	8.32539	76.67374	14.61327	59.91724	73.34277	9.10796
2018-05-05 11:01:00	3590433799317661388	1.00000	16.20018	6.95896	10.69806	15.58101	11.81714	86.79788	34.96662	21.27563	32.05080	78.11341
2018-05-05 11:02:00	3590433799317661560	1.00000	10.48922	13.60841	9.83641	13.61598	7.22899	91.90906	86.43272	45.53623	91.52659	45.98383
2018-05-05 11:03:00	359043379931766536	0.00000	7.76773	5.59246	10.68608	11.08253	10.23991	65.30743	29.48474	80.88567	8.21937	20.44939
2018-05-05 11:04:00	863033069630348206	0.00000	11.01116	14.55285	13.27080	6.78575	6.17042	85.10525	38.41069	64.96526	93.50223	21.48953
2018-05-05 11:05:00	3590433799317661149	1.00000	9.25959	11.79170	8.66467	10.36250	13.67329	41.28660	58.83607	39.69567	75.03094	74.03796
2018-05-05 11:06:00	359043379931766569	1.00000	13.99272	7.46983	5.87023	14.16730	12.63670	18.81309	81.32453	62.89987	22.87206	8.76347
2018-05-05 11:07:00	8630330696303481131	1.00000	10.13891	12.48146	9.86987	12.24515	10.32248	31.79820	5.14307	76.16564	27.90622	27.50297
2018-05-05 11:08:00	3590433799317662014	1.00000	7.15583	12.61034	14.69883	8.13405	12.04910	28.07376	6.53686	33.88057	71.95121	65.23396
2018-05-05 11:09:00	3590433799317661297	1.00000	16.78403	14.96918	11.83366	14.05731	7.06145	30.89379	39.94206	99.91058	99.03799	8.59320
2018-05-05 11:10:00	3590433799317662139	0.00000	11.46130	12.06839	12.35267	11.01791	9.34136	36.56446	63.01748	66.82608	50.92792	4.96378
2018-05-05 11:11:00	3590433799317662303	1.00000	11.94014	11.76799	10.09732	12.76808	9.13915	51.54871	47.78644	22.64762	16.30002	86.08693
2018-05-05 11:12:00	359043379931766536	0.00000	6.90115	9.32704	9.93779	13.35670	7.52362	19.01560	87.36013	15.54438	81.74923	43.32775
2018-05-05 11:13:00	359043379931766601	1.00000	12.68128	10.03597	11.81455	14.41321	14.41916	7.95860	2.48794	21.87698	71.45473	15.77970
2018-05-05 11:14:00	3590433799317661321	1.00000	10.88909	14.01078	11.48613	11.33328	11.10345	93.15798	21.16789	78.30009	37.31736	68.83687
2018-05-05 11:15:00	3590433799317662196	0.00000	8.03928	11.08852	13.04963	12.68558	10.41130	64.12556	18.32363	90.93123	60.33225	37.54023
2018-05-05 11:16:00	863033069630348602	1.00000	12.12984	9.80626	9.85484	11.93704	14.61929	36.05060	26.58967	90.70589	24.58402	39.62444
2018-05-05 11:17:00	8630330696303481123	1.00000	11.03831	12.39021	10.76833	13.30984	8.91784	16.52314	50.89196	8.26705	97.21761	44.54761
2018-05-05 11:18:00	3590433799317662048	1.00000	10.52770	13.51873	13.40067	12.24867	9.43285	96.63672	3.70293	13.90998	4.87737	8.51625
2018-05-05 11:19:00	863033069630348024	1.00000	8.19970	9.85850	8.75205	8.00505	14.47902	67.06293	22.03552	39.40649	16.66949	29.65661
2018-05-05 11:20:00	863033069630348362	1.00000	17.65734	14.43532	11.30283	12.73123	11.34553	13.90231	13.72486	40.99008	47.71853	10.51180
2018-05-05 11:21:00	3590433799317661024	0.00000	13.26419	9.82556	16.76531	14.22488	8.30740	66.92762	0.74605	71.95006	92.85140	90.28835
2018-05-05 11:22:00	3590433799317662337	1.00000	14.28556	16.11832	13.57969	13.23521	6.93525	65.59756	80.93994	47.16083	73.49118	15.76664
2018-05-05 11:23:00	8630330696303482410	1.00000	14.02806	14.24416	12.36331	14.16572	10.05685	50.42178	65.42818	26.73739	10.00149	32.46674
2018-05-05 11:24:00	359043379931766601	1.00000	10.21436	9.08404	8.89469	11.29964	11.52415	37.04630	97.31064	94.01648	83.58009	98.91809
2018-05-05 11:25:00	8630330696303481503	1.00000	14.71900	11.12302	15.94757	12.54546	9.16384	23.67342	17.43816	29.49845	17.45828	60.97801
2018-05-05 11:26:00	359043379931766585	1.00000	9.17058	14.56245	13.00748	7.38130	6.77541	33.45270	29.48061	40.68694	55.72324	56.57718
2018-05-05 11:27:00	3590433799317662071	1.00000	16.27930	10.14506	9.03983	15.66508	13.63819	19.63287	31.72556	3.10420	61.93301	59.50556
2018-05-05 11:28:00	8630330696303481321	1.00000	12.62837	7.27920	9.31168	13.01043	13.91578	48.18346	48.33489	61.75914	34.88205	51.63809
2018-05-05 11:29:00	3590433799317661248	1.00000	12.43405	14.47314	14.18711	15.06494	16.84869	84.85172	81.08365	74.77595	63.82523	59.35016
2018-05-05 11:30:00	359043379931766700	1.00000	11.95902	9.80373	8.97852	13.03058	16.18803	55.37955	9.42042	73.28306	27.26810	17.24448
2018-05-05 11:31:00	863033069630348800	0.00000	9.47466	9.37850	11.68540	13.54961	7.31048	43.83033	82.42116	55.64189	70.09204	29.05754
2018-05-05 11:32:00	863033069630348727	0.00000	9.52439	7.96330	15.19383	13.24477	8.91410	76.92891	25.03237	48.40582	83.79239	33.57101
2018-05-05 11:33:00	3590433799317662204	1.00000	11.59015	10.61796	11.04932	13.94119	14.05219	1.99946	38.01027	7.06791	77.70623	32.36108
2018-05-05 11:34:00	3590433799317662105	1.00000	17.86424	13.36705	15.40899	13.11963	7.40065	2.11281	64.27823	66.81013	43.60744	28.48164
2018-05-05 11:35:00	8630330696303481107	1.00000	12.95026	8.82354	6.96807	12.17741	13.65128	45.03493	9.41284	49.48180	20.33626	69.87871
2018-05-05 11:36:00	863033069630348990	1.00000	16.20962	12.90781	15.08129	13.77602	6.98652	24.26845	30.45213	27.16301	55.25477	29.59852
2018-05-05 11:37:00	359043379931766197	1.00000	8.53574	10.84626	8.83724	9.94520	12.89849	96.82144	59.73561	18.04271	1.77418	53.37298
2018-05-05 11:38:00	863033069630348891	1.00000	9.98980	13.73487	13.48807	12.14030	14.82179	1.23098	75.92298	36.95582	20.88328	50.84541
2018-05-05 11:39:00	3590433799317662063	1.00000	13.48505	13.46323	13.66835	11.51066	8.61320	44.84266	18.81803	31.33267	41.63638	13.84640
2018-05-05 11:40:00	3590433799317661867	1.00000	13.94399	9.34905	9.46019	12.46871	13.60104	53.07543	86.96414	13.49172	17.51838	72.14726
2018-05-05 11:41:00	359043379931766627	1.00000	14.20609	12.67397	16.20573	12.41277	10.18627	44.00450	29.77594	0.83385	42.71783	0.01976
2018-05-05 11:42:00	8630330696303482170	1.00000	14.02892	8.69407	8.64880	13.13783	15.38806	75.10280	52.55963	8.57720	97.88349	65.75784
2018-05-05 11:43:00	3590433799317661057	0.00000	8.77895	12.22861	12.45291	10.01295	9.95329	97.63027	73.07006	36.81608	2.68949	22.63652
2018-05-05 11:44:00	8630330696303481578	0.00000	12.69928	6.61490	8.32005	10.77018	12.14419	72.68344	43.26553	35.84179	48.27814	94.47156
2018-05-05 11:45:00	8630330696303481602	1.00000	15.84802	4.37020	8.07681	14.15281	15.20841	44.81874	61.46443	93.26830	52.02784	31.33643
2018-05-05 11:46:00	3590433799317662444	1.00000	11.98123	7.16286	12.51688	16.65365	9.17627	21.49491	29.07653	97.89941	38.66082	91.80035
2018-05-05 11:47:00	3590433799317661826	1.00000	9.02830	12.90172	10.17709	11.80189	12.31543	35.92050	83.15685	96.30238	7.68150	2.72883
2018-05-05 11:48:00	8630330696303482030	0.00000	9.88006	12.28684	15.30879	13.16947	9.57585	72.41442	15.46589	5.45305	43.70782	52.00711
2018-05-05 11:49:00	8630330696303481552	0.00000	16.85992	9.74456	10.07614	15.59035	11.85587	32.54991	55.73664	81.81056	23.18247	17.15832
2018-05-05 11:50:00	8630330696303481024	0.00000	8.26378	8.64759	13.65803	11.62251	9.97566	75.39466	90.82854	53.15040	23.04343	42.58673
2018-05-05 11:51:00	359043379931766916	1.00000	11.45369	15.65548	12.02338	11.38706	9.72879	85.50821	60.83849	38.39449	53.87969	62.13071
2018-05-05 11:52:00	8630330696303482477	0.00000	8.98576	14.53037	8.70801	6.25175	10.83395	88.32043	50.93744	18.23145	19.73218	78.08577
2018-05-05 11:53:00	359043379931766510	1.00000	14.95316	6.77889	7.17023	13.55832	12.42533	81.68173	46.19617	76.11544	2.28744	60.25207
2018-05-05 11:54:00	3590433799317661164	1.00000	13.76766	11.17659	13.03455	12.54123	6.30783	36.49734	15.07074	59.22950	77.07635	2.08253
2018-05-05 11:55:00	359043379931766973	0.00000	7.87809	9.49272	14.16552	9.37220	9.56403	81.22847	84.96807	20.95522	62.11012	67.62978
2018-05-05 11:56:00	863033069630348693	1.00000	13.43658	9.44628	12.05145	14.98425	8.34446	38.18727	92.43544	46.11156	71.21885	79.99071
2018-05-05 11:57:00	3590433799317662154	1.00000	12.57107	13.91884	14.39593	11.89400	6.61553	52.12299	79.49315	67.65307	53.21800	41.24246
2018-05-05 11:58:00	3590433799317662303	1.00000	8.91876	10.77234	9.16230	14.48285	5.37702	8.94915	0.65805	66.68425	82.70384	73.78534
2018-05-05 11:59:00	863033069630348362	0.00000	11.11847	14.01824	11.21767	13.40840	8.66924	86.17024	15.90421	38.18323	49.96212	9.24156
2018-05-05 12:00:00	8630330696303481198	0.00000	6.62558	12.41090	15.07391	8.25794	8.93152	84.20091	33.14803	33.54176	65.33138	34.06171
2018-05-05 12:01:00	8630330696303482220	1.00000	9.33169	7.81160	9.83586	11.52244	13.22887	78.61344	5.34848	46.19728	19.58865	81.55156
2018-05-05 12:02:00	863033069630348354	1.00000	10.88458	14.21429	13.93384	12.98308	12.13092	2.44008	6.53599	22.27064	55.10012	77.43562
2018-05-05 12:03:00	3590433799317661677	0.00000	9.50462	12.37852	16.24837	12.14096	7.80286	43.62154	62.95517	0.38198	20.22992	62.44736
2018-05-05 12:04:00	3590433799317662154	0.00000	10.50934	8.44149	12.63531	12.17065	9.90443	4.93415	15.87762	58.39640	0.92829	34.58970
2018-05-05 12:05:00	359043379931766361	1.00000	14.39224	7.75224	10.98224	13.46127	13.66922	37.69421	43.87846	92.69024	62.38335	47.03696
2018-05-05 12:06:00	863033069630348966	1.00000	14.53661	15.09942	14.07149	12.79625	7.03937	58.66022	87.17292	85.41635	35.04171	40.60693
2018-05-05 12:07:00	863033069630348834	1.00000	10.94297	11.69448	10.21952	13.35956	10.88522	92.34458	16.08216	22.10432	90.69457	94.96645
2018-05-05 12:08:00	863033069630348099	1.00000	12.00627	9.03130	10.18207	12.11570	11.45975	52.31741	11.48552	98.03012	3.55267	49.37995
2018-05-05 12:09:00	3590433799317661032	1.00000	11.48432	8.69464	15.13226	14.38386	8.55283	43.35900	94.46686	13.01460	63.45025	20.74310
2018-05-05 12:10:00	8630330696303481230	0.00000	11.34951	6.56860	16.25664	12.98103	12.13291	52.97206	88.41941	60.93718	95.63451	93.40353
2018-05-05 12:11:00	863033069630348370	0.00000	10.12375	13.47291	7.90943	9.89184	7.94787	54.66254	12.64442	63.77618	45.56255	51.90317
2018-05-05 12:12:00	863033069630348693	1.00000	9.80001	10.67847	7.48960	7.74072	11.19087	75.32076	81.02986	20.41993	22.64961	67.95075
2018-05-05 12:13:00	8630330696303481511	0.00000	9.60759	15.77924	10.17966	9.76941	12.05100	85.87342	89.99140	93.00705	37.73145	89.03029
2018-05-05 12:14:00	3590433799317662014	1.00000	10.99038	10.38269	10.97335	16.35729	10.21690	89.31317	16.14104	22.29676	32.26315	98.40797
2018-05-05 12:15:00	8630330696303482428	0.00000	6.87286	9.47853	9.62437	10.85385	9.64850	12.09415	64.44543	32.09810	64.42193	44.56015
2018-05-05 12:16:00	359043379931766007	1.00000	11.84458	11.57309	13.63384	13.73586	5.17394	87.60547	75.65901	70.61439	32.23395	61.49220
2018-05-05 12:17:00	359043379931766445	1.00000	14.00847	8.87441	12.59091	12.97131	11.93681	78.63919	17.64338	42.33521	5.62011	51.12539
2018-05-05 12:18:00	863033069630348610	1.00000	13.40344	11.86142	12.60916	16.23457	7.77047	47.86460	41.88412	81.09014	77.95327	5.54082
2018-05-05 12:19:00	8630330696303481495	1.00000	15.20999	8.22513	7.87318	15.65520	10.57945	43.22174	25.03848	54.12290	83.14272	73.54503
2018-05-05 12:20:00	863033069630348081	1.00000	13.84141	13.47351	12.48463	14.05554	5.98522	23.01741	40.01893	1.13717	74.82254	35.56335
2018-05-05 12:21:00	8630330696303481487	0.00000	14.22006	6.11540	9.22538	14.85080	15.16839	42.87897	81.55448	81.35524	94.62181	56.99330
2018-05-05 12:22:00	863033069630348875	1.00000	11.28830	14.05038	11.76230	11.95657	8.38633	59.71970	47.25291	87.73920	92.83125	98.50572
2018-05-05 12:23:00	3590433799317662154	0.00000	10.98955	9.55976	14.31772	9.35582	7.62765	69.55601	55.66449	19.08611	67.44702	37.48698
2018-05-05 12:24:00	359043379931766601	1.00000	14.51366	10.23025	7.58267	15.85163	13.12677	62.16471	81.61739	87.74489	68.36889	33.45564
2018-05-05 12:25:00	8630330696303481719	1.00000	10.57507	10.96836	19.60433	10.88381	10.80800	66.42914	5.73362	93.39480	40.51937	29.41909
2018-05-05 12:26:00	8630330696303481339	1.00000	8.46378	10.34695	9.49430	13.04133	12.22897	55.94210	26.02225	52.35267	69.65989	31.59817
2018-05-05 12:27:00	8630330696303482394	1.00000	9.58732	9.80218	17.09702	8.79501	14.04315	54.26326	8.83074	68.46164	41.82459	24.22389
2018-05-05 12:28:00	8630330696303482022	0.00000	8.47811	6.01938	13.34703	11.47581	11.03887	84.51514	47.41835	60.58838	68.21598	21.27086
2018-05-05 12:29:00	359043379931766130	0.00000	7.72916	8.09646	12.61426	12.26260	11.13297	23.95394	78.47280	63.82266	3.92347	84.17087
2018-05-05 12:30:00	8630330696303482337	1.00000	11.67102	10.72796	13.62412	10.94219	10.55694	72.58193	50.95988	85.04100	43.81692	99.82990
2018-05-05 12:31:00	863033069630348446	1.00000	12.54872	8.71624	7.92402	10.35592	11.03594	15.77055	35.25445	72.58188	75.41081	89.03150
2018-05-05 12:32:00	3590433799317661867	1.00000	10.87909	13.34840	10.70329	13.56588	9.08616	6.96095	54.96460	98.96260	24.04862	74.13681
2018-05-05 12:33:00	359043379931766478	1.00000	10.62719	10.99179	14.00533	12.55294	9.35851	77.80778	74.46663	25.04386	25.06268	22.19625
2018-05-05 12:34:00	8630330696303482329	0.00000	11.09926	10.88101	14.04899	15.00153	7.86539	70.09552	62.64189	79.71256	87.26900	95.34943
2018-05-05 12:35:00	359043379931766106	1.00000	10.80734	7.92721	6.36685	11.45343	11.98414	43.35128	51.59051	73.17222	11.26384	20.70868
2018-05-05 12:36:00	8630330696303481636	1.00000	10.24559	15.43953	9.26863	10.80529	9.27910	48.77090	28.39203	36.97458	52.39865	79.96769
2018-05-05 12:37:00	3590433799317662287	1.00000	13.99898	5.47644	5.82924	16.98159	11.75946	27.28751	36.53982	56.67688	58.39198	7.90460
2018-05-05 12:38:00	863033069630348933	0.00000	8.66990	10.63597	15.89436	8.70868	12.74998	11.00524	86.10515	21.91100	72.35228	5.57092
2018-05-05 12:39:00	863033069630348933	0.00000	9.35699	13.91791	15.16790	7.65620	9.29534	58.30368	91.14424	21.17583	2.76725	83.64794
2018-05-05 12:40:00	3590433799317661495	1.00000	12.36921	11.56977	11.83889	13.45047	10.51299	44.14339	85.34050	80.17321	78.30192	85.04491
2018-05-05 12:41:00	8630330696303481693	1.00000	7.42907	14.94800	11.36968	9.78962	7.71206	13.44726	43.58497	93.61506	50.98651	19.42353
2018-05-05 12:42:00	8630330696303481644	0.00000	8.02175	12.83121	16.05319	11.71995	10.98422	19.97756	53.15470	52.07516	49.91703	68.75251
2018-05-05 12:43:00	3590433799317661552	1.00000	15.39905	7.43029	9.70702	15.68632	13.26168	1.26857	94.82291	61.66263	2.44823	17.50673
2018-05-05 12:44:00	863033069630348495	1.00000	10.62284	14.85938	10.79132	11.52077	8.81304	11.04389	75.11626	37.56952	9.03549	20.99256
2018-05-05 12:45:00	3590433799317661396	1.00000	7.41437	12.78590	13.57823	9.49253	8.91102	62.38437	82.53911	56.99040	5.63279	87.67756
2018-05-05 12:46:00	8630330696303481065	1.00000	10.70672	7.68040	7.44530	8.86679	8.74415	43.72350	41.74974	96.53217	15.99962	30.18005
2018-05-05 12:47:00	863033069630348560	1.00000	11.65476	14.96298	9.37036	15.11409	8.93779	83.23570	89.03286	68.07788	45.68070	43.94909
2018-05-05 12:48:00	8630330696303482246	1.00000	9.82811	11.35771	13.90241	12.14795	11.59013	91.86841	31.48114	50.09230	46.57003	79.02503
2018-05-05 12:49:00	8630330696303482303	1.00000	13.35979	13.89958	9.47813	14.35585	11.54674	56.57407	92.10550	40.22732	69.31729	86.05124
2018-05-05 12:50:00	359043379931766999	1.00000	12.79043	7.00479	10.38986	12.56020	8.54305	10.95577	80.02361	30.79960	42.86432	92.80636
2018-05-05 12:51:00	863033069630348362	1.00000	17.47188	3.95666	6.30356	17.16018	13.19903	59.49260	27.32753	3.60841	34.09179	25.32637
2018-05-05 12:52:00	863033069630348651	1.00000	12.21287	13.86219	9.34852	11.92358	11.82369	54.76837	69.67798	52.95329	9.83235	55.34952
2018-05-05 12:53:00	863033069630348800	0.00000	8.01165	12.10473	10.63696	10.12252	5.31053	68.69723	60.52140	50.60414	30.14639	27.70831
2018-05-05 12:54:00	3590433799317661768	1.00000	12.59631	6.94908	9.30034	10.03132	10.45720	37.17152	40.51358	85.11760	90.62544	37.65382
2018-05-05 12:55:00	863033069630348404	1.00000	11.81544	14.09525	13.33049	11.86274	5.61832	95.38159	74.11574	44.64016	16.49131	56.17608
2018-05-05 12:56:00	3590433799317661834	1.00000	14.07009	12.72697	10.06781	12.51750	9.38501	93.42074	7.93425	88.18714	90.92202	18.92431
2018-05-05 12:57:00	8630330696303481511	1.00000	10.84279	12.70402	12.28001	11.29829	10.56952	90.87087	39.31896	91.42871	9.62243	30.56084
2018-05-05 12:58:00	359043379931766700	1.00000	20.70951	14.03618	15.28882	14.37355	3.84626	58.44809	4.98465	49.06827	99.62176	91.67361
2018-05-05 12:59:00	8630330696303481255	0.00000	7.92747	7.76444	13.79786	14.06493	7.64042	54.75001	88.89915	23.25632	77.01155	0.36633
2018-05-05 13:00:00	863033069630348412	0.00000	5.74893	8.77861	12.38761	10.38439	11.73539	70.81649	44.15357	92.81455	43.07518	60.51784
2018-05-05 13:01:00	359043379931766825	1.00000	13.70447	5.59815	7.94160	11.78413	7.24612	4.19099	9.49211	73.32707	15.86553	92.88013
