latitude	longitude	store_name	code	location	imei
-10.95817	-38.79084	Tucano	BR	America/Bahia	3590433799317662204
6.45407	3.39467	Lagos	NG	Africa/Lagos	359043379931766882
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	359043379931766940
29.65163	-82.32483	Gainesville	US	America/New_York	8630330696303481487
-38.65333	178.00417	Gisborne	NZ	Pacific/Auckland	8630330696303481479
35.88264	-80.08199	Thomasville	US	America/New_York	359043379931766130
45.0408	-93.263	Columbia Heights	US	America/Chicago	3590433799317661297
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	359043379931766841
43.96222	43.63417	Novopavlovsk	RU	Europe/Moscow	3590433799317662360
53.53395	33.72798	Zhukovka	RU	Europe/Moscow	359043379931766106
8.48714	-13.2356	Freetown	SL	Africa/Freetown	8630330696303481339
28.88162	120.03308	Guli	CN	Asia/Shanghai	8630330696303481891
45.73333	4.91667	Bron	FR	Europe/Paris	863033069630348339
7.6	4.18333	Olupona	NG	Africa/Lagos	8630330696303482337
30.81383	75.16878	Moga	IN	Asia/Kolkata	8630330696303481701
46.7055	38.2739	Yeysk	RU	Europe/Moscow	3590433799317661321
48.8449	17.22635	Skalica	SK	Europe/Bratislava	8630330696303482329
59.37722	28.19028	Narva	EE	Europe/Tallinn	3590433799317661214
51.65333	5.2875	Vught	NL	Europe/Amsterdam	3590433799317662287
14.62072	74.83554	Sirsi	IN	Asia/Kolkata	8630330696303482154
19.8173	-97.35992	Teziutlan	MX	America/Mexico_City	8630330696303482055
37.31065	13.57661	Agrigento	IT	Europe/Rome	8630330696303482121
36.20389	127.08472	Nonsan	KR	Asia/Seoul	3590433799317661164
59.37722	28.19028	Narva	EE	Europe/Tallinn	359043379931766486
35.61452	-88.81395	Jackson	US	America/Chicago	8630330696303482071
53.0233	-1.48119	Belper	GB	Europe/London	8630330696303481875
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	863033069630348636
51.67822	33.9162	Hlukhiv	UA	Europe/Kyiv	863033069630348438
-25.42778	-49.27306	Curitiba	BR	America/Sao_Paulo	8630330696303481826
53.81667	-3.05	Blackpool	GB	Europe/London	863033069630348487
24.28859	116.11768	Meizhou	CN	Asia/Shanghai	863033069630348776
51.78967	1.15597	Clacton-on-Sea	GB	Europe/London	8630330696303481438
-44.39672	171.25364	Timaru	NZ	Pacific/Auckland	359043379931766346
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	8630330696303482006
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	3590433799317661552
36.08497	9.37082	Siliana	TN	Africa/Tunis	359043379931766098
-27.50578	153.10236	Carindale	AU	Australia/Brisbane	863033069630348594
36.06523	-119.01677	Porterville	US	America/Los_Angeles	863033069630348917
12.37169	123.62494	Masbate	PH	Asia/Manila	3590433799317662386
48.98994	2.1699	Herblay	FR	Europe/Paris	3590433799317661834
58.7002	59.4839	Kachkanar	RU	Asia/Yekaterinburg	8630330696303481925
15.45144	78.14797	Betamcherla	IN	Asia/Kolkata	3590433799317661834
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	359043379931766171
45.9836	12.70038	Cordenons	IT	Europe/Rome	359043379931766056
41.80753	-87.65644	New City	US	America/Chicago	3590433799317662097
19.21667	73.08333	Dombivli	IN	Asia/Kolkata	8630330696303481602
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	359043379931766718
43.82634	144.09638	Motomachi	JP	Asia/Tokyo	3590433799317661529
43.1009	-75.23266	Utica	US	America/New_York	3590433799317661172
25.67927	-80.31727	Kendall	US	America/New_York	863033069630348636
-23.85972	35.34722	Maxixe	MZ	Africa/Maputo	3590433799317662048
28.90054	-81.26367	Deltona	US	America/New_York	8630330696303481321
25.49043	85.94001	Teghra	IN	Asia/Kolkata	8630330696303481123
-8.28333	-35.03333	Cabo	BR	America/Recife	863033069630348701
33.03699	-117.29198	Encinitas	US	America/Los_Angeles	8630330696303481966
-11.48472	-37.93278	Rio Real	BR	America/Bahia	863033069630348701
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	3590433799317661990
48.06919	11.37703	Gauting	DE	Europe/Berlin	3590433799317662105
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	359043379931766437
4.2475	9.00472	Idenao	CM	Africa/Douala	3590433799317662055
43.31667	-2.68333	Gernika-Lumo	ES	Europe/Madrid	8630330696303482105
28.98002	77.70636	Meerut	IN	Asia/Kolkata	359043379931766304
41.6764	-91.58045	Coralville	US	America/Chicago	3590433799317661347
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	8630330696303482055
4.02219	101.02083	Teluk Intan	MY	Asia/Kuala_Lumpur	3590433799317662253
27.76056	-15.58602	Maspalomas	ES	Atlantic/Canary	863033069630348867
-22.57306	-47.1725	Artur Nogueira	BR	America/Sao_Paulo	359043379931766072
38.68712	-4.10734	Puertollano	ES	Europe/Madrid	8630330696303481032
51.64316	-0.36053	Bushey	GB	Europe/London	3590433799317661768
30.17746	-81.38758	Palm Valley	US	America/New_York	8630330696303481719
52.61131	13.31783	Hermsdorf	DE	Europe/Berlin	8630330696303481719
-19.72806	-50.19556	Iturama	BR	America/Sao_Paulo	359043379931766965
-10.91111	-37.07167	Aracaju	BR	America/Maceio	8630330696303481560
16.06213	76.0586	Hungund	IN	Asia/Kolkata	3590433799317661297
-25.42778	-49.27306	Curitiba	BR	America/Sao_Paulo	3590433799317661339
-44.39672	171.25364	Timaru	NZ	Pacific/Auckland	8630330696303481750
27.34089	117.4831	Shaowu	CN	Asia/Shanghai	8630330696303481339
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	8630330696303481388
60.18427	24.95034	Kallio	FI	Europe/Helsinki	863033069630348529
53.30972	83.62389	Novosilikatnyy	RU	Asia/Barnaul	863033069630348057
3.8801	-77.03116	Buenaventura	CO	America/Bogota	3590433799317661354
-34.88422	150.60036	Nowra	AU	Australia/Sydney	3590433799317661909
52.26083	7.00417	Losser	NL	Europe/Amsterdam	3590433799317661404
33.4425	129.96972	Karatsu	JP	Asia/Tokyo	8630330696303482279
9.91861	-68.30472	Tinaquillo	VE	America/Caracas	359043379931766858
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	863033069630348701
26.91756	-82.07842	Punta Gorda Isles	US	America/New_York	863033069630348354
-25.42778	-49.27306	Curitiba	BR	America/Sao_Paulo	863033069630348776
39.00622	-77.4286	Sterling	US	America/New_York	3590433799317661735
45.9836	12.70038	Cordenons	IT	Europe/Rome	8630330696303481107
-21.44345	-65.71875	Tupiza	BO	America/La_Paz	3590433799317662469
4.94273	15.87735	Carnot	CF	Africa/Bangui	3590433799317661859
26.68451	-80.66756	Belle Glade	US	America/New_York	863033069630348768
44.80477	-0.59543	Talence	FR	Europe/Paris	8630330696303482014
5.84752	-5.682	Lakota	CI	Africa/Abidjan	8630330696303481743
36.72544	3.55665	Thenia	DZ	Africa/Algiers	3590433799317662410
55.38752	36.73307	Naro-Fominsk	RU	Europe/Moscow	8630330696303482014
45.69558	4.7934	Saint-Genis-Laval	FR	Europe/Paris	3590433799317661081
23.18	88.58	Aistala	IN	Asia/Kolkata	863033069630348925
32.54044	-82.90375	Dublin	US	America/New_York	3590433799317661487
48.07667	8.64409	Trossingen	DE	Europe/Berlin	8630330696303481727
42.7392	-84.62081	Waverly	US	America/Detroit	8630330696303481867
51.39323	0.47713	Strood	GB	Europe/London	3590433799317661560
12.25282	79.41727	Gingee	IN	Asia/Kolkata	359043379931766569
-16.25	-69.08333	Yunguyo	PE	America/Lima	8630330696303481636
7.83389	-72.47417	Villa del Rosario	CO	America/Bogota	863033069630348164
-15.21194	-75.11028	Minas de Marcona	PE	America/Lima	359043379931766049
32.54044	-82.90375	Dublin	US	America/New_York	359043379931766155
16.68911	98.50893	Myawadi	MM	Asia/Yangon	8630330696303482477
45.78071	12.84052	Portogruaro	IT	Europe/Rome	359043379931766718
37.35813	-6.03731	San Juan de Aznalfarache	ES	Europe/Madrid	863033069630348297
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	359043379931766981
34.56861	105.89333	Beidao	CN	Asia/Shanghai	3590433799317662410
13.48082	-86.58208	Somoto	NI	America/Managua	3590433799317662220
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	863033069630348669
-31.4488	-60.93173	Esperanza	AR	America/Argentina/Cordoba	863033069630348131
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	863033069630348636
-34.88422	150.60036	Nowra	AU	Australia/Sydney	359043379931766940
45.99194	29.41824	Artsyz	UA	Europe/Kyiv	8630330696303481743
39.08367	-84.50855	Covington	US	America/New_York	8630330696303481917
24.96334	10.18003	Ghat	LY	Africa/Tripoli	863033069630348644
55.39485	43.83992	Arzamas	RU	Europe/Moscow	359043379931766882
59.80917	30.38167	Shushary	RU	Europe/Moscow	863033069630348974
9.6531	124.3697	Jagna	PH	Asia/Manila	8630330696303481594
-31.25033	-61.4867	Rafaela	AR	America/Argentina/Cordoba	3590433799317662170
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	8630330696303481347
46.08333	122.08333	Ulanhot	CN	Asia/Shanghai	863033069630348925
-10.91111	-37.07167	Aracaju	BR	America/Maceio	863033069630348180
15.73628	75.96976	Gajendragarh	IN	Asia/Kolkata	8630330696303482147
53.78333	-1.06667	Selby	GB	Europe/London	8630330696303482063
-3.5403	118.9707	Majene	ID	Asia/Makassar	8630330696303481297
52.21099	7.02238	Gronau	DE	Europe/Berlin	8630330696303481487
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	359043379931766650
43.32393	5.4584	Les Olives	FR	Europe/Paris	3590433799317661479
37.65639	126.835	Goyang-si	KR	Asia/Seoul	3590433799317662345
31.71667	73.38333	Sangla Hill	PK	Asia/Karachi	863033069630348974
-7.54972	110.71639	Ngemplak	ID	Asia/Jakarta	863033069630348974
42.7392	-84.62081	Waverly	US	America/Detroit	8630330696303481081
28.54944	-81.77285	Clermont	US	America/New_York	8630330696303481081
36.92574	14.72443	Ragusa	IT	Europe/Rome	863033069630348388
50.11861	-5.53715	Penzance	GB	Europe/London	3590433799317661545
-7.81667	112.01667	Kediri	ID	Asia/Jakarta	863033069630348172
5.6561	-75.87877	Andes	CO	America/Bogota	3590433799317661057
37.52487	-77.55777	Bon Air	US	America/New_York	359043379931766270
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	359043379931766692
51.88333	8.51667	Verl	DE	Europe/Berlin	8630330696303481255
32.44874	-99.73314	Abilene	US	America/Chicago	8630330696303481404
50.5107	18.30056	Strzelce Opolskie	PL	Europe/Warsaw	3590433799317662063
45.79377	8.88104	Malnate	IT	Europe/Rome	8630330696303481453
45.75279	130.57211	Boli	CN	Asia/Shanghai	3590433799317661743
-44.39672	171.25364	Timaru	NZ	Pacific/Auckland	8630330696303482402
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	8630330696303482204
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	3590433799317661024
16.06213	76.0586	Hungund	IN	Asia/Kolkata	3590433799317662147
50.72043	11.34046	Rudolstadt	DE	Europe/Berlin	8630330696303482394
47.38093	-122.23484	Kent	US	America/Los_Angeles	863033069630348222
14.0823	98.19151	Dawei	MM	Asia/Yangon	3590433799317661693
44.98901	38.94324	Yablonovskiy	RU	Europe/Moscow	8630330696303481701
-7.54972	110.71639	Ngemplak	ID	Asia/Jakarta	3590433799317661172
10.31672	123.89071	Cebu City	PH	Asia/Manila	359043379931766213
33.45122	-86.99666	Hueytown	US	America/Chicago	3590433799317662055
32.65246	51.67462	Isfahan	IR	Asia/Tehran	8630330696303482436
37.56667	140.11667	Inawashiro	JP	Asia/Tokyo	359043379931766353
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	8630330696303482352
40.87329	14.43865	Somma Vesuviana	IT	Europe/Rome	8630330696303481297
32.50611	120.14278	Jiangyan	CN	Asia/Shanghai	863033069630348305
23.07492	88.28637	Pandua	IN	Asia/Kolkata	359043379931766189
38.13708	41.00817	Silvan	TR	Europe/Istanbul	3590433799317661545
25.49043	85.94001	Teghra	IN	Asia/Kolkata	863033069630348594
55.82885	-4.21376	Rutherglen	GB	Europe/London	8630330696303481677
-27.50578	153.10236	Carindale	AU	Australia/Brisbane	863033069630348743
8.79577	-75.69947	San Carlos	CO	America/Bogota	3590433799317662105
-20.25333	-43.80139	Itabirito	BR	America/Sao_Paulo	3590433799317661107
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	8630330696303481008
32.65246	51.67462	Isfahan	IR	Asia/Tehran	359043379931766916
43.61062	-72.97261	Rutland	US	America/New_York	359043379931766239
39.71734	-74.96933	Sicklerville	US	America/New_York	359043379931766015
40.72371	-73.95097	Greenpoint	US	America/New_York	3590433799317662360
50.511002	14.150558	Terezín	CZ	Europe/Prague	8630330696303481677
68.79833	16.54165	Harstad	NO	Europe/Oslo	3590433799317661347
43.62558	13.39954	Falconara Marittima	IT	Europe/Rome	359043379931766809
55.25	24.75	Ukmerge	LT	Europe/Vilnius	3590433799317661065
43.67681	4.63031	Arles	FR	Europe/Paris	3590433799317662253
34.09668	-117.71978	Claremont	US	America/Los_Angeles	359043379931766304
20.88953	-156.47432	Kahului	US	Pacific/Honolulu	863033069630348487
43.82634	144.09638	Motomachi	JP	Asia/Tokyo	8630330696303482360
40.24537	-75.64963	Pottstown	US	America/New_York	8630330696303481057
37.60876	-77.37331	Mechanicsville	US	America/New_York	863033069630348990
44.75874	19.21437	Bijeljina	BA	Europe/Sarajevo	359043379931766569
42.67164	14.01481	Roseto degli Abruzzi	IT	Europe/Rome	8630330696303481164
6.03333	37.55	Arba Minch	ET	Africa/Addis_Ababa	3590433799317661958
65.84811	24.14662	Tornio	FI	Europe/Helsinki	863033069630348768
48.07667	8.64409	Trossingen	DE	Europe/Berlin	3590433799317662220
-1.26424	104.09701	Simpang	ID	Asia/Jakarta	863033069630348883
53.53333	-7.35	An Muileann gCearr	IE	Europe/Dublin	8630330696303481594
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	359043379931766932
46.32313	-0.45877	Niort	FR	Europe/Paris	3590433799317661214
24.96334	10.18003	Ghat	LY	Africa/Tripoli	863033069630348800
31.20176	29.91582	Alexandria	EG	Africa/Cairo	3590433799317661263
43.50891	16.43915	Split	HR	Europe/Zagreb	3590433799317661479
40.93121	-73.89875	Yonkers	US	America/New_York	3590433799317661891
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	8630330696303481685
-6.8048	110.8405	Kudus	ID	Asia/Jakarta	863033069630348016
54.03876	43.91385	Kovylkino	RU	Europe/Moscow	3590433799317661602
45.44694	8.62118	Novara	IT	Europe/Rome	3590433799317661685
26.68451	-80.66756	Belle Glade	US	America/New_York	359043379931766080
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	3590433799317662485
33.7207	-116.21677	Indio	US	America/Los_Angeles	359043379931766254
40.94065	-73.99681	Dumont	US	America/New_York	3590433799317661313
35.8	137.23333	Gero	JP	Asia/Tokyo	3590433799317661313
20.14298	-77.43532	Media Luna	CU	America/Havana	3590433799317662089
9.3337	122.8637	Santa Catalina	PH	Asia/Manila	359043379931766593
39.00622	-77.4286	Sterling	US	America/New_York	863033069630348743
11.84962	-86.19903	Jinotepe	NI	America/Managua	863033069630348974
-15.21194	-75.11028	Minas de Marcona	PE	America/Lima	359043379931766288
34.14251	-118.25508	Glendale	US	America/Los_Angeles	8630330696303482006
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	3590433799317661636
43.61062	-72.97261	Rutland	US	America/New_York	359043379931766403
41.77583	140.73667	Hakodate	JP	Asia/Tokyo	359043379931766791
-1.6	103.61667	Jambi City	ID	Asia/Jakarta	8630330696303481693
34.56861	105.89333	Beidao	CN	Asia/Shanghai	359043379931766262
5.20856	-74.73584	Honda	CO	America/Bogota	8630330696303482352
45.16024	-93.08883	Lino Lakes	US	America/Chicago	863033069630348446
17.06542	-96.72365	Oaxaca	MX	America/Mexico_City	3590433799317662303
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	8630330696303481271
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	3590433799317662378
27.85	112.9	Xiangtan	CN	Asia/Shanghai	8630330696303481669
-32.05251	115.88782	Willetton	AU	Australia/Perth	8630330696303482006
16.0567	103.65309	Roi Et	TH	Asia/Bangkok	359043379931766189
10.58806	77.24779	Udumalaippettai	IN	Asia/Kolkata	863033069630348867
23.9028	89.11943	Kushtia	BD	Asia/Dhaka	3590433799317662147
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	863033069630348701
50.9803	11.32903	Weimar	DE	Europe/Berlin	8630330696303481081
46.09273	-88.64235	Iron River	US	America/Menominee	8630330696303482113
48.98994	2.1699	Herblay	FR	Europe/Paris	359043379931766999
11.86064	9.0027	Gaya	NG	Africa/Lagos	359043379931766924
37.71715	-122.40433	Visitacion Valley	US	America/Los_Angeles	359043379931766122
38.55632	69.01354	Vahdat	TJ	Asia/Dushanbe	863033069630348016
40.82232	-74.15987	Nutley	US	America/New_York	3590433799317662055
42.52787	-70.92866	Peabody	US	America/New_York	8630330696303482436
42.06166	-1.60452	Tudela	ES	Europe/Madrid	359043379931766494
53.78333	-1.06667	Selby	GB	Europe/London	359043379931766809
27.55898	68.21204	Larkana	PK	Asia/Karachi	3590433799317661602
40.93121	-73.89875	Yonkers	US	America/New_York	359043379931766981
51.44889	5.51978	Tongelre	NL	Europe/Amsterdam	863033069630348800
39.43534	-84.20299	Lebanon	US	America/New_York	8630330696303481941
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	863033069630348727
22.75218	72.68533	Kheda	IN	Asia/Kolkata	3590433799317661206
10.22677	-67.33122	La Victoria	VE	America/Caracas	8630330696303481099
2.2139	102.3278	Kampung Ayer Molek	MY	Asia/Kuala_Lumpur	3590433799317661529
42	21.32778	Saraj	MK	Europe/Skopje	863033069630348792
-13.7804	34.4587	Salima	MW	Africa/Blantyre	863033069630348248
50.76306	-1.29772	Cowes	GB	Europe/London	863033069630348602
41.55838	-81.56929	Collinwood	US	America/New_York	359043379931766536
34.25628	-78.04471	Leland	US	America/New_York	8630330696303481206
38.58894	-89.99038	Fairview Heights	US	America/Chicago	359043379931766866
39.09112	-94.41551	Independence	US	America/Chicago	3590433799317662147
51.21187	4.25633	Beveren	BE	Europe/Brussels	3590433799317661537
-23.85972	35.34722	Maxixe	MZ	Africa/Maputo	863033069630348560
50.20528	19.27498	Jaworzno	PL	Europe/Warsaw	3590433799317661172
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	3590433799317661115
15.48131	-86.57415	Olanchito	HN	America/Tegucigalpa	863033069630348420
53.46506	-1.47217	Chapletown	GB	Europe/London	3590433799317661529
36.61033	-88.31476	Murray	US	America/Chicago	3590433799317661560
55.54028	89.20083	Sharypovo	RU	Asia/Krasnoyarsk	359043379931766148
43.11667	1.6	Pamiers	FR	Europe/Paris	8630330696303481628
42.8334	-80.38297	Norfolk County	CA	America/Toronto	3590433799317661248
32.42067	-104.22884	Carlsbad	US	America/Denver	359043379931766668
54.03876	43.91385	Kovylkino	RU	Europe/Moscow	8630330696303481495
43.62558	13.39954	Falconara Marittima	IT	Europe/Rome	863033069630348743
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	8630330696303482279
45.75279	130.57211	Boli	CN	Asia/Shanghai	3590433799317661974
34.61667	135.6	Yao	JP	Asia/Tokyo	3590433799317661925
44.35056	142.45778	Nayoro	JP	Asia/Tokyo	8630330696303482097
-7.81667	112.01667	Kediri	ID	Asia/Jakarta	863033069630348610
50.23019	8.77155	Karben	DE	Europe/Berlin	359043379931766528
-4.26613	15.28318	Brazzaville	CG	Africa/Brazzaville	3590433799317661131
53.6052	10.03988	Barmbek-Nord	DE	Europe/Berlin	3590433799317661685
6.8485	3.64633	Shagamu	NG	Africa/Lagos	863033069630348347
21.01858	-101.2591	Guanajuato	MX	America/Mexico_City	3590433799317661834
42.55308	-87.93341	Pleasant Prairie	US	America/Chicago	863033069630348966
-23.85972	35.34722	Maxixe	MZ	Africa/Maputo	359043379931766601
44.35056	142.45778	Nayoro	JP	Asia/Tokyo	8630330696303481347
0.76755	24.43973	Yangambi	CD	Africa/Lubumbashi	3590433799317661602
30.5427	-97.54667	Hutto	US	America/Chicago	863033069630348610
41.16704	-73.20483	Bridgeport	US	America/New_York	359043379931766403
53.5942	25.8191	Novogrudok	BY	Europe/Minsk	863033069630348289
33.72255	-116.37697	Palm Desert	US	America/Los_Angeles	3590433799317661024
44.35056	142.45778	Nayoro	JP	Asia/Tokyo	3590433799317661461
39.59611	27.02444	Edremit	TR	Europe/Istanbul	8630330696303482121
28.54944	-81.77285	Clermont	US	America/New_York	3590433799317661503
39.45621	-77.96389	Martinsburg	US	America/New_York	3590433799317661743
34.09668	-117.71978	Claremont	US	America/Los_Angeles	8630330696303482212
-29.2975	-51.50361	Carlos Barbosa	BR	America/Sao_Paulo	3590433799317661768
25.87972	-97.50417	Heroica Matamoros	MX	America/Matamoros	3590433799317661180
32.61603	44.02488	Karbala	IQ	Asia/Baghdad	8630330696303482253
