ts	imei	mwra	p.android.packageinstaller	p.android.documentsui	p.android.chrome	p.android.settings	p.android.externalstorage	p.android.gm	p.system	p.browser.provider	p.notifier	p.simulator	p.gms.persistent	p.katana	p.android.defcontainer	p.process.gapps	p.olauncher	p.dogalize	p.android.vending	p.google	p.inputmethod.latin	p.android.gms
2018-05-05 10:27:00	3590433799317661412	0.00000	12.75840	13.16435	13.34614	13.94337	11.24510	15.09558	9.81634	71.37508	0.13627	70.44618	47.99342	45.24724	60.45034	76.01538	51.03560	61.85419	93.17658	31.17100	8.20386	55.19009
2018-05-05 10:28:00	3590433799317661826	0.00000	8.08834	11.96336	9.87550	12.38670	14.43395	7.61702	8.05211	61.81502	0.01195	42.29789	37.16869	57.50321	27.79210	4.80082	7.00105	77.35359	28.23254	30.67172	4.48557	65.18271
2018-05-05 10:29:00	359043379931766288	0.00000	7.78712	13.21660	14.63913	11.42199	8.29746	16.49440	10.91785	63.67404	0.00046	40.61606	64.17708	50.25637	67.18311	40.51811	0.72380	23.76916	28.29656	12.74441	52.05976	26.54374
2018-05-05 10:30:00	3590433799317661495	1.00000	11.47115	11.32331	11.03691	15.17168	6.99182	7.09783	10.72390	53.44708	0.02462	63.92933	56.49283	40.50930	45.97025	73.81488	29.23167	57.48548	95.91044	66.34731	29.76202	70.62919
2018-05-05 10:31:00	359043379931766486	1.00000	9.81422	6.08728	7.31517	10.48309	8.65185	8.54211	14.09672	65.66649	0.13683	69.57257	44.75530	41.90255	52.11813	10.46777	49.84319	55.40023	10.68597	19.35622	64.12146	80.27424
2018-05-05 10:32:00	8630330696303482139	1.00000	10.04329	7.56495	10.37964	15.06552	7.98230	8.07553	13.13699	67.10789	0.13679	5.96980	43.86563	42.60622	26.42062	26.56772	27.23076	76.81552	86.77195	74.42331	51.64767	14.37133
2018-05-05 10:33:00	359043379931766098	1.00000	9.75882	7.55423	10.60311	14.27627	4.60553	6.55518	14.81819	65.68371	0.00608	45.18968	41.33312	37.99987	25.21075	36.94550	20.70985	80.61203	58.67205	15.65178	82.48132	97.20043
2018-05-05 10:34:00	3590433799317661040	0.00000	13.01585	12.94049	12.53089	13.19180	8.67712	13.74996	10.00474	65.75990	0.00373	48.70839	57.48408	61.81081	48.88641	0.37944	65.18856	22.27143	37.01284	13.22852	14.68524	58.18030
2018-05-05 10:35:00	3590433799317662261	1.00000	9.77004	12.33757	8.79962	11.93251	11.69484	9.37232	10.52402	62.94062	0.11023	52.27479	60.15506	51.99119	33.04509	17.62258	62.53912	32.85438	62.01553	74.29043	58.87030	26.95525
2018-05-05 10:36:00	3590433799317661545	1.00000	9.27923	12.18403	6.92365	12.95915	13.76117	10.14083	8.99372	71.98425	0.00448	52.51479	51.52571	35.29921	29.53190	66.51143	35.32618	0.82386	70.21330	73.99894	88.69800	14.49792
2018-05-05 10:37:00	863033069630348800	1.00000	12.67948	12.28124	7.78303	11.13893	9.13920	9.84008	11.69959	59.59387	0.11088	33.83262	55.14683	57.19564	30.25551	86.93786	24.44610	51.11835	76.59748	25.44963	57.61127	7.38625
2018-05-05 10:38:00	359043379931766254	0.00000	12.52096	11.42223	14.50630	13.19070	7.38304	11.31969	10.98165	74.07862	0.00219	41.71404	63.05970	56.79998	19.86224	63.26649	41.36392	11.50910	38.98450	45.96635	61.16855	26.98460
2018-05-05 10:39:00	3590433799317661446	1.00000	7.14449	13.00864	10.88576	14.14647	17.05847	6.43272	9.15975	67.51732	0.02770	34.05286	45.54149	43.16916	20.51216	77.58157	40.57425	24.48384	94.81059	36.37014	21.99327	51.88801
2018-05-05 10:40:00	8630330696303481644	0.00000	7.12387	13.81328	10.65879	12.67557	13.99969	8.18931	11.77396	62.15496	0.03660	40.32935	34.51381	68.47225	29.23671	45.79329	22.76011	91.17483	6.46187	99.79930	97.42724	90.03582
2018-05-05 10:41:00	3590433799317662477	1.00000	7.45978	8.14931	6.89557	11.26136	12.93667	11.07429	13.10274	74.42803	0.45479	46.57528	74.61555	34.06683	54.15367	63.47867	51.33034	95.48103	35.81739	60.13115	89.57101	31.78362
2018-05-05 10:42:00	8630330696303482444	1.00000	10.77806	11.14762	10.09172	11.58225	15.07984	8.27859	10.74841	84.75633	0.63909	54.60659	68.73128	23.99210	62.69370	2.20001	73.94398	77.25891	51.32707	36.07829	14.86019	78.64029
2018-05-05 10:43:00	3590433799317662279	0.00000	10.60144	11.44125	9.46680	13.07392	11.37914	15.22897	9.67758	75.77288	0.00889	44.10270	44.72576	64.02694	52.41047	11.16476	10.08812	97.19366	87.65408	75.86379	94.52354	86.22209
2018-05-05 10:44:00	8630330696303482196	1.00000	9.74889	13.08442	9.19873	10.07716	13.72400	9.35672	7.88587	62.57134	0.07912	38.50632	41.12758	42.95530	31.77068	84.33659	69.47365	10.49249	39.76612	31.15808	21.54050	58.59222
2018-05-05 10:45:00	3590433799317662139	1.00000	8.26417	9.67137	8.94906	12.18764	7.18146	10.29370	11.91826	56.99338	0.00328	56.86256	49.72570	35.87450	51.06612	60.56967	61.36467	79.63811	25.90917	41.00630	74.36974	36.29595
2018-05-05 10:46:00	863033069630348321	0.00000	7.99969	14.84053	9.67233	7.80076	11.47763	11.60391	14.52990	70.17587	0.00159	34.23922	46.84235	55.15854	28.66414	41.39683	56.36973	77.89585	78.10577	79.61934	34.89265	25.75524
2018-05-05 10:47:00	359043379931766486	0.00000	9.99144	13.64262	12.28827	13.84053	5.17470	11.58547	9.32315	75.08797	0.00073	69.78600	41.34850	52.73313	56.75032	55.51739	94.26133	14.34898	15.62294	37.84860	10.99698	50.42112
2018-05-05 10:48:00	8630330696303481933	0.00000	13.29932	11.47391	11.21012	11.75892	10.15990	11.95836	8.84794	58.51433	0.00048	34.23959	51.72771	55.54868	65.91647	71.37356	8.34277	81.04877	5.21806	98.58641	97.22889	68.75315
2018-05-05 10:49:00	359043379931766437	0.00000	11.10007	6.19693	14.03003	16.90865	5.37814	10.15020	17.51306	64.90480	0.00148	43.85407	60.33135	46.90327	54.07247	85.99541	92.24457	97.85228	49.58146	52.42504	70.65941	58.13569
2018-05-05 10:50:00	8630330696303481354	1.00000	9.17365	6.97254	11.61021	12.44878	10.50527	11.23189	14.49161	74.40291	0.00742	36.47432	64.14232	52.59186	31.92565	81.64174	96.09148	94.23794	64.67644	78.51651	11.35342	69.84313
2018-05-05 10:51:00	3590433799317661370	0.00000	8.00921	11.73901	14.20036	12.54359	7.59193	16.34088	9.75339	71.57432	0.01711	28.49417	53.50495	68.58204	35.97975	43.54079	24.52210	59.51064	27.04083	59.55142	8.86425	45.08018
2018-05-05 10:52:00	3590433799317661396	0.00000	7.49550	12.07923	11.33678	14.16469	7.42493	11.96536	12.00758	54.87332	0.00050	28.85017	55.44835	56.22128	43.56596	21.56720	84.75250	21.47501	7.99860	85.83024	4.59689	99.40350
2018-05-05 10:53:00	359043379931766700	1.00000	13.63465	11.56253	7.50249	12.22089	9.07475	10.18725	6.91046	62.50106	0.06572	35.92742	45.02188	37.98718	36.96306	53.34059	5.63990	6.67609	22.67220	63.77195	85.41413	97.31990
2018-05-05 10:54:00	3590433799317661495	1.00000	13.45214	4.22999	10.41680	17.71948	9.33146	8.62521	17.61316	66.07222	0.00149	77.34308	50.01682	39.86998	38.34834	71.68550	78.80171	0.42525	8.25004	8.58174	91.01384	84.44209
2018-05-05 10:55:00	3590433799317661057	1.00000	8.88974	13.35278	11.85452	14.17888	8.79254	10.92513	13.77936	69.84678	0.00489	54.45444	65.21940	37.64339	11.99386	12.29559	72.73129	18.29706	8.01678	65.67607	48.89192	93.71228
2018-05-05 10:56:00	8630330696303481495	0.00000	9.91870	12.85324	14.31359	14.10777	10.17229	11.88392	12.79292	58.71612	0.01734	62.57172	30.71837	73.22566	30.15270	73.67898	23.78023	63.27472	42.42868	19.00824	90.29332	52.68868
2018-05-05 10:57:00	863033069630348230	1.00000	7.32180	8.13541	10.62367	9.92088	10.70513	12.57590	12.22509	70.06054	0.00656	50.68238	51.82413	39.41736	46.98399	74.58127	92.24686	93.29607	11.65420	71.67775	14.65392	18.67192
2018-05-05 10:58:00	359043379931766817	1.00000	11.32744	12.02389	7.13821	11.94479	11.14445	10.92063	9.63567	79.21583	0.04336	72.30340	50.76018	41.86127	48.61586	93.96608	99.45427	58.37420	22.59855	7.79532	85.45519	35.44305
2018-05-05 10:59:00	863033069630348552	0.00000	11.74033	9.85067	9.42966	12.15257	12.27072	16.85442	8.51765	65.69200	0.00036	66.41859	40.41594	63.09617	39.91169	47.49858	99.33690	75.51453	17.50340	57.89326	41.89982	5.21423
2018-05-05 11:00:00	8630330696303481628	1.00000	6.62707	14.07735	7.17843	11.18745	14.01229	7.48981	9.45393	74.43108	0.00345	55.88005	29.41355	51.66335	57.73782	99.21960	46.88724	26.18484	50.83790	90.26597	79.98474	45.34678
2018-05-05 11:01:00	3590433799317661388	1.00000	9.18144	10.46569	7.53477	14.50690	10.59232	7.23119	11.59544	66.75907	0.87756	35.71497	76.25562	54.92346	53.06529	2.92012	64.90463	8.27423	13.99981	62.96969	28.86885	69.59427
2018-05-05 11:02:00	3590433799317661560	1.00000	9.02861	12.97719	6.94362	12.05099	11.30870	8.45640	8.89346	74.91544	0.00298	51.92382	32.44614	48.98681	34.68978	47.07042	92.83400	23.36122	19.24666	59.10240	74.12514	75.43073
2018-05-05 11:03:00	359043379931766536	0.00000	11.82011	12.49440	12.69535	12.75106	8.31888	11.17364	7.99234	57.30784	0.00029	32.89812	71.61912	47.95892	23.65512	7.99126	30.39637	65.12415	92.78109	45.45081	33.83054	39.03219
2018-05-05 11:04:00	863033069630348206	0.00000	9.64779	12.25334	10.24251	12.03450	13.24020	12.57072	12.01985	88.72436	0.00499	48.29215	67.30586	71.51631	53.17029	67.02713	87.24109	82.10563	89.69713	64.14577	64.31607	68.58189
2018-05-05 11:05:00	3590433799317661149	1.00000	8.64672	10.34396	11.96815	14.20061	7.54495	8.52335	12.64170	60.71736	0.00092	70.10652	40.72839	78.47180	40.66387	90.51354	19.02978	56.11672	58.93112	44.39914	50.16060	26.14548
2018-05-05 11:06:00	359043379931766569	1.00000	8.56258	9.46928	9.42252	12.20861	7.87517	10.10447	12.81736	68.36703	0.09654	29.24872	63.67481	29.14748	30.28060	43.46841	5.83481	33.67707	65.64651	40.65421	94.53873	72.92563
2018-05-05 11:07:00	8630330696303481131	1.00000	4.99288	6.28211	10.46507	10.15811	7.68300	10.18718	14.41762	74.58383	0.00208	41.46011	65.20199	66.52205	54.17318	24.68444	31.53475	75.44583	4.73591	2.79977	89.75155	76.19299
2018-05-05 11:08:00	3590433799317662014	1.00000	3.45621	14.27530	9.32317	17.16696	13.32082	9.87215	8.80521	71.10877	0.00016	59.07137	52.36156	53.70453	60.16483	49.83046	54.29004	3.17921	70.82080	24.89872	72.03783	56.62932
2018-05-05 11:09:00	3590433799317661297	1.00000	10.17574	11.56060	9.02959	12.45619	16.68018	5.82293	7.05231	80.51378	1.57325	28.37039	34.21474	38.02820	23.92578	71.22463	45.14683	86.92509	89.05805	79.63961	24.80757	3.93435
2018-05-05 11:10:00	3590433799317662139	0.00000	8.11057	11.58192	7.76925	7.15198	10.20008	13.28764	13.78713	61.67885	0.00780	53.08419	56.79786	37.16219	39.41685	24.83645	92.03171	7.96135	68.65984	41.00696	27.10497	29.64379
2018-05-05 11:11:00	3590433799317662303	1.00000	8.60295	11.99890	7.94368	12.92233	14.43908	9.29321	11.74294	66.60468	0.01251	46.34922	75.16790	44.83868	40.20102	19.42922	76.45046	44.80520	31.66856	60.69675	70.12617	50.07468
2018-05-05 11:12:00	359043379931766536	0.00000	11.38983	12.25733	11.55236	11.64022	8.97945	11.92396	7.28410	81.89016	0.00010	26.89226	71.48902	55.55317	48.84156	67.21548	42.28051	81.34626	44.31794	11.49866	15.87711	66.28077
2018-05-05 11:13:00	359043379931766601	1.00000	10.05389	9.78015	8.92202	13.81379	9.47343	7.01704	13.56739	66.21549	0.02607	57.76146	53.26418	48.15117	43.99181	87.00219	19.80883	41.51674	95.67443	57.97882	82.37898	70.24260
2018-05-05 11:14:00	3590433799317661321	1.00000	8.30783	12.77321	8.78587	11.95284	11.17026	10.89412	11.31379	67.53263	0.00441	37.60815	52.55743	49.44957	41.07584	74.84300	16.05781	53.97959	6.26618	13.18695	17.38880	83.69385
2018-05-05 11:15:00	3590433799317662196	0.00000	13.03539	13.64265	13.12729	12.77212	8.39307	13.95754	9.54759	73.37344	0.00023	44.53498	59.73858	46.29807	31.03073	72.06382	73.52944	16.29493	35.25702	39.01926	51.57104	84.64836
2018-05-05 11:16:00	863033069630348602	1.00000	8.92999	8.57542	11.72431	13.90016	8.28619	8.03271	13.76047	70.26854	0.01502	56.31348	48.30667	34.25018	39.11772	95.36934	69.39272	42.34130	89.60183	76.15144	63.80003	10.89802
2018-05-05 11:17:00	8630330696303481123	1.00000	9.65505	11.98764	8.24804	11.40272	13.85300	10.54393	11.83692	60.75029	0.00507	53.64571	33.31553	31.26207	48.72814	9.95597	39.41039	86.16159	74.93206	20.13046	41.12730	44.24152
2018-05-05 11:18:00	3590433799317662048	1.00000	5.85949	13.78924	9.43830	8.96163	15.24286	8.31041	11.81904	71.33058	0.00312	42.56456	71.66417	70.55412	39.20038	72.99440	50.24816	34.26861	84.37785	28.69179	63.84165	38.34554
2018-05-05 11:19:00	863033069630348024	1.00000	12.68131	7.32944	11.10351	16.62633	7.97614	8.47172	16.08045	66.23465	0.00042	35.92552	28.98080	34.13574	53.09111	72.88543	80.41312	14.94574	72.48547	95.27153	68.40404	93.35366
2018-05-05 11:20:00	863033069630348362	1.00000	11.49610	12.36269	8.93909	11.37333	11.46263	10.36874	9.88322	62.69971	3.76763	35.86712	53.01012	73.22494	48.70808	87.62723	75.66986	49.93709	10.51647	36.08753	32.65558	74.68378
2018-05-05 11:21:00	3590433799317661024	0.00000	14.22553	14.02332	14.74697	13.35390	9.65237	11.71080	9.64325	56.88797	0.04671	56.30239	30.42860	72.71441	35.39205	4.75341	51.17184	56.04758	53.46434	20.33273	27.76161	31.07075
2018-05-05 11:22:00	3590433799317662337	1.00000	9.78306	11.50700	10.35808	13.77925	14.07870	6.27932	9.07723	77.12101	0.12940	47.69172	44.82198	63.32585	39.00096	72.75433	37.85983	98.92265	60.67987	66.18941	79.19478	18.63354
2018-05-05 11:23:00	8630330696303482410	1.00000	10.85580	14.05859	8.95535	8.10987	9.24722	10.96313	10.30380	75.52211	0.10008	33.17405	51.09428	51.64925	58.89885	89.31255	27.56637	48.20645	51.16801	78.15901	98.40524	37.59990
2018-05-05 11:24:00	359043379931766601	1.00000	7.61757	8.11135	3.71755	10.05612	14.87883	13.54156	14.62902	58.29568	0.00229	49.39094	46.04162	49.87211	32.16720	81.94105	50.90388	59.51694	35.70843	31.48066	44.79276	46.74760
2018-05-05 11:25:00	8630330696303481503	1.00000	8.85464	11.73151	11.93005	14.69815	14.85663	7.92753	9.07500	68.83936	0.19961	47.79403	40.71083	64.00294	33.45166	13.57064	58.56764	28.49207	42.56095	35.79275	71.45920	82.62878
2018-05-05 11:26:00	359043379931766585	1.00000	11.46006	14.27560	14.85418	14.51970	9.79626	12.34453	13.02474	66.21808	0.00090	34.11058	53.86044	35.41167	42.69932	52.40032	69.86079	18.66064	65.69713	36.21295	7.56426	42.17554
2018-05-05 11:27:00	3590433799317662071	1.00000	9.21619	6.51336	6.46649	10.66343	8.94673	8.79103	14.94523	62.94939	0.94975	43.56991	59.18567	45.15865	57.86808	89.73961	98.01208	77.12933	94.58774	0.33806	62.77732	50.65772
2018-05-05 11:28:00	8630330696303481321	1.00000	9.80326	8.85387	9.54643	12.59746	11.91784	8.86768	12.43595	66.40829	0.02478	41.71773	65.75121	64.29716	63.25371	69.44873	63.57828	39.91646	19.22593	9.38500	74.01455	43.03654
2018-05-05 11:29:00	3590433799317661248	1.00000	8.28766	4.76511	7.58031	11.24529	11.79460	8.44090	16.67119	66.46669	0.02039	36.23651	65.32392	53.54299	52.26897	8.95661	82.34424	15.69325	35.08383	57.16986	98.66682	24.32124
2018-05-05 11:30:00	359043379931766700	1.00000	9.57554	7.88057	8.45532	14.63112	8.39737	7.58569	16.34900	69.15281	0.01271	61.27945	67.41632	47.27169	33.97460	54.63497	40.54724	17.76364	46.65459	61.35328	60.99994	4.79537
2018-05-05 11:31:00	863033069630348800	0.00000	12.52484	12.16988	13.07212	13.51972	10.26492	11.56003	9.30101	92.42562	0.00106	53.88454	35.13775	56.72625	28.52054	44.30337	45.25799	84.20198	81.19485	67.29476	64.85406	83.18144
2018-05-05 11:32:00	863033069630348727	0.00000	13.74719	12.59509	10.12480	11.16685	11.15160	13.59801	8.95846	83.86139	0.00117	24.09291	40.54223	31.51349	21.11882	45.05446	30.01593	34.94498	21.59190	66.17746	55.78288	69.06502
2018-05-05 11:33:00	3590433799317662204	1.00000	8.36687	7.66901	10.05697	8.76045	11.42896	10.38952	10.98556	55.58295	0.00888	61.87612	80.95782	38.16107	30.65353	21.15761	94.41211	94.03493	65.24398	14.32637	31.89252	59.15838
2018-05-05 11:34:00	3590433799317662105	1.00000	12.65277	13.24470	11.39058	12.99350	8.10955	9.46493	6.54635	60.61285	4.63354	56.66972	42.78726	69.79269	37.16957	73.49613	0.20911	58.67311	34.52898	91.28047	24.12922	68.80572
2018-05-05 11:35:00	8630330696303481107	1.00000	8.63691	6.50645	12.03556	12.97073	8.47915	11.62350	13.51369	72.84032	0.03403	59.66163	45.00165	56.95012	21.04982	7.44250	67.07481	89.88437	20.90006	13.85947	32.99107	14.98256
2018-05-05 11:36:00	863033069630348990	1.00000	9.42048	12.93334	10.27942	15.64358	15.87138	6.43849	5.69505	72.45793	0.88583	78.69746	50.47491	43.60192	50.99480	7.64215	28.96052	65.35159	6.44089	78.40536	77.77797	8.47647
2018-05-05 11:37:00	359043379931766197	1.00000	10.02867	11.29433	8.38982	13.30698	5.74227	9.35507	14.29558	63.13238	0.00056	42.02332	37.25486	48.28290	45.08242	26.08762	0.94742	59.75031	87.54808	91.41516	14.43863	41.91809
2018-05-05 11:38:00	863033069630348891	1.00000	10.23370	8.81361	7.85345	13.11713	9.03145	9.35592	17.15067	64.77744	0.00184	53.57224	59.96667	23.37534	48.86358	73.24549	30.36295	69.24942	29.39789	74.82604	39.26534	97.98156
2018-05-05 11:39:00	3590433799317662063	1.00000	9.24429	13.82934	10.50172	11.92599	10.49500	8.59041	9.48878	77.16117	0.05810	53.99021	59.19385	53.46271	27.34493	19.12324	7.74180	64.93320	8.98262	76.15280	65.89981	12.50819
2018-05-05 11:40:00	3590433799317661867	1.00000	10.92337	7.19969	10.44533	15.05094	7.15039	8.71077	15.00030	69.92228	0.09201	58.86810	40.48088	49.16393	40.72628	7.80467	7.35888	58.77075	73.84456	79.27237	39.82763	45.79608
2018-05-05 11:41:00	359043379931766627	1.00000	8.25280	13.22964	11.40855	11.14469	15.63519	7.70163	8.37960	67.84539	0.11954	37.85600	23.85307	38.67340	49.31212	49.62818	17.13649	23.65590	12.36154	15.28622	52.10399	4.78978
2018-05-05 11:42:00	8630330696303482170	1.00000	9.62255	8.18296	8.68358	14.51477	10.77772	9.58607	14.57727	63.58320	0.10011	21.91011	68.03189	56.83999	48.89920	74.63843	20.82122	21.74130	33.93004	89.88872	36.16734	69.47702
2018-05-05 11:43:00	3590433799317661057	0.00000	8.71699	10.56369	12.67988	13.52373	9.15553	13.65276	12.08269	67.29076	0.00072	49.49335	60.95004	49.07767	42.78157	19.44100	79.34925	89.88700	17.15669	74.23927	58.07366	56.34423
2018-05-05 11:44:00	8630330696303481578	0.00000	8.50113	6.74344	9.14219	10.00437	12.68312	11.71316	11.24692	68.50552	0.02652	39.78637	49.53421	48.10821	15.68664	69.60704	82.23337	81.36956	83.86213	1.69625	92.76229	39.15343
2018-05-05 11:45:00	8630330696303481602	1.00000	14.51331	6.33758	8.95057	15.94240	7.56356	6.14197	17.26515	61.72783	0.61707	34.30743	66.30108	26.90377	70.44624	78.83347	14.67428	14.85678	97.12636	89.53363	20.75540	44.61215
2018-05-05 11:46:00	3590433799317662444	1.00000	13.22980	8.15245	8.97377	7.34255	14.80771	9.46941	11.76740	65.74675	0.01296	47.52300	32.19612	60.22220	54.66941	95.00441	76.38672	8.67837	30.13468	41.62375	32.00385	20.01547
2018-05-05 11:47:00	3590433799317661826	1.00000	7.69116	14.14218	6.66221	12.18053	7.67809	9.63096	11.06197	68.79851	0.00072	48.43342	49.94933	45.14553	52.49923	77.43390	93.48889	55.37114	98.57215	92.73975	50.10673	4.66615
